report_date,geoid,short_name,full_name,cases,case_rate,new_cases,case_avg,deaths,mortality_rate,new_deaths,deaths_avg,case_fatality_rate
2020-05-19,27620,Jefferson City,"Jefferson City, MO Metro Area",127,0.8401860317418313,-1,0,3,0.01984691413563381,0,0.14285714285714285,2.3622047244094486
2020-05-20,27620,Jefferson City,"Jefferson City, MO Metro Area",127,0.8401860317418313,0,0,3,0.01984691413563381,0,0.14285714285714285,2.3622047244094486
2020-05-21,27620,Jefferson City,"Jefferson City, MO Metro Area",127,0.8401860317418313,0,0,3,0.01984691413563381,0,0.14285714285714285,2.3622047244094486
2020-05-22,27620,Jefferson City,"Jefferson City, MO Metro Area",130,0.8600329458774651,3,0.42857142857142855,3,0.01984691413563381,0,0.14285714285714285,2.307692307692308
2020-05-23,27620,Jefferson City,"Jefferson City, MO Metro Area",133,0.879879860013099,3,0.8571428571428571,3,0.01984691413563381,0,0,2.2556390977443606
2020-05-24,27620,Jefferson City,"Jefferson City, MO Metro Area",133,0.879879860013099,0,0.8571428571428571,3,0.01984691413563381,0,0,2.2556390977443606
2020-05-25,27620,Jefferson City,"Jefferson City, MO Metro Area",136,0.8997267741487327,3,1.1428571428571428,3,0.01984691413563381,0,0,2.2058823529411766
2020-05-26,27620,Jefferson City,"Jefferson City, MO Metro Area",136,0.8997267741487327,0,1.2857142857142858,3,0.01984691413563381,0,0,2.2058823529411766
2020-05-27,27620,Jefferson City,"Jefferson City, MO Metro Area",136,0.8997267741487327,0,1.2857142857142858,3,0.01984691413563381,0,0,2.2058823529411766
2020-05-28,27620,Jefferson City,"Jefferson City, MO Metro Area",138,0.9129580502391553,2,1.5714285714285714,3,0.01984691413563381,0,0,2.1739130434782608
2020-05-29,27620,Jefferson City,"Jefferson City, MO Metro Area",138,0.9129580502391553,0,1.1428571428571428,3,0.01984691413563381,0,0,2.1739130434782608
2020-05-30,27620,Jefferson City,"Jefferson City, MO Metro Area",140,0.9261893263295778,2,1,3,0.01984691413563381,0,0,2.142857142857143
2020-05-31,27620,Jefferson City,"Jefferson City, MO Metro Area",141,0.9328049643747891,1,1.1428571428571428,3,0.01984691413563381,0,0,2.127659574468085
2020-06-01,27620,Jefferson City,"Jefferson City, MO Metro Area",142,0.9394206024200005,1,0.8571428571428571,3,0.01984691413563381,0,0,2.112676056338028
2020-06-02,27620,Jefferson City,"Jefferson City, MO Metro Area",143,0.9460362404652117,1,1,3,0.01984691413563381,0,0,2.097902097902098
2020-06-03,27620,Jefferson City,"Jefferson City, MO Metro Area",143,0.9460362404652117,0,1,3,0.01984691413563381,0,0,2.097902097902098
2020-06-04,27620,Jefferson City,"Jefferson City, MO Metro Area",146,0.9658831546008454,3,1.1428571428571428,3,0.01984691413563381,0,0,2.054794520547945
2020-06-05,27620,Jefferson City,"Jefferson City, MO Metro Area",143,0.9460362404652117,-3,0.7142857142857143,3,0.01984691413563381,0,0,2.097902097902098
2020-06-06,27620,Jefferson City,"Jefferson City, MO Metro Area",143,0.9460362404652117,0,0.42857142857142855,3,0.01984691413563381,0,0,2.097902097902098
2020-06-07,27620,Jefferson City,"Jefferson City, MO Metro Area",144,0.952651878510423,1,0.42857142857142855,3,0.01984691413563381,0,0,2.083333333333333
2020-06-08,27620,Jefferson City,"Jefferson City, MO Metro Area",146,0.9658831546008454,2,0.5714285714285714,3,0.01984691413563381,0,0,2.054794520547945
2020-06-09,27620,Jefferson City,"Jefferson City, MO Metro Area",144,0.952651878510423,-2,0.14285714285714285,3,0.01984691413563381,0,0,2.083333333333333
2020-06-10,27620,Jefferson City,"Jefferson City, MO Metro Area",143,0.9460362404652117,-1,0,3,0.01984691413563381,0,0,2.097902097902098
2020-06-11,27620,Jefferson City,"Jefferson City, MO Metro Area",144,0.952651878510423,1,-0.2857142857142857,3,0.01984691413563381,0,0,2.083333333333333
2020-06-12,27620,Jefferson City,"Jefferson City, MO Metro Area",145,0.9592675165556341,1,0.2857142857142857,3,0.01984691413563381,0,0,2.0689655172413794
2020-06-13,27620,Jefferson City,"Jefferson City, MO Metro Area",147,0.9724987926460568,2,0.5714285714285714,3,0.01984691413563381,0,0,2.0408163265306123
2020-06-14,27620,Jefferson City,"Jefferson City, MO Metro Area",147,0.9724987926460568,0,0.42857142857142855,3,0.01984691413563381,0,0,2.0408163265306123
2020-06-15,27620,Jefferson City,"Jefferson City, MO Metro Area",151,0.9989613448269019,4,0.7142857142857143,3,0.01984691413563381,0,0,1.9867549668874174
2020-06-16,27620,Jefferson City,"Jefferson City, MO Metro Area",151,0.9989613448269019,0,1,3,0.01984691413563381,0,0,1.9867549668874174
2020-06-17,27620,Jefferson City,"Jefferson City, MO Metro Area",151,0.9989613448269019,0,1.1428571428571428,3,0.01984691413563381,0,0,1.9867549668874174
2020-06-18,27620,Jefferson City,"Jefferson City, MO Metro Area",153,1.0121926209173244,2,1.2857142857142858,3,0.01984691413563381,0,0,1.9607843137254901
2020-06-19,27620,Jefferson City,"Jefferson City, MO Metro Area",154,1.0188082589625356,1,1.2857142857142858,3,0.01984691413563381,0,0,1.948051948051948
2020-06-20,27620,Jefferson City,"Jefferson City, MO Metro Area",156,1.032039535052958,2,1.2857142857142858,3,0.01984691413563381,0,0,1.9230769230769231
2020-06-21,27620,Jefferson City,"Jefferson City, MO Metro Area",156,1.032039535052958,0,1.2857142857142858,3,0.01984691413563381,0,0,1.9230769230769231
2020-06-22,27620,Jefferson City,"Jefferson City, MO Metro Area",157,1.0386551730981695,1,0.8571428571428571,3,0.01984691413563381,0,0,1.910828025477707
2020-06-23,27620,Jefferson City,"Jefferson City, MO Metro Area",163,1.078349001369437,6,1.7142857142857142,4,0.02646255218084508,1,0.14285714285714285,2.4539877300613497
2020-06-24,27620,Jefferson City,"Jefferson City, MO Metro Area",165,1.0915802774598595,2,2,4,0.02646255218084508,0,0.14285714285714285,2.4242424242424243
2020-06-25,27620,Jefferson City,"Jefferson City, MO Metro Area",167,1.1048115535502823,2,2,4,0.02646255218084508,0,0.14285714285714285,2.3952095808383236
2020-06-26,27620,Jefferson City,"Jefferson City, MO Metro Area",174,1.151121019866761,7,2.857142857142857,4,0.02646255218084508,0,0.14285714285714285,2.2988505747126435
2020-06-27,27620,Jefferson City,"Jefferson City, MO Metro Area",172,1.1378897437763384,-2,2.2857142857142856,4,0.02646255218084508,0,0.14285714285714285,2.3255813953488373
2020-06-28,27620,Jefferson City,"Jefferson City, MO Metro Area",173,1.1445053818215498,1,2.4285714285714284,4,0.02646255218084508,0,0.14285714285714285,2.312138728323699
2020-06-29,27620,Jefferson City,"Jefferson City, MO Metro Area",178,1.1775835720476062,5,3,4,0.02646255218084508,0,0.14285714285714285,2.247191011235955
2020-06-30,27620,Jefferson City,"Jefferson City, MO Metro Area",182,1.2040461242284513,4,2.7142857142857144,4,0.02646255218084508,0,0,2.197802197802198
2020-07-01,27620,Jefferson City,"Jefferson City, MO Metro Area",183,1.2106617622736624,1,2.5714285714285716,4,0.02646255218084508,0,0,2.185792349726776
2020-07-02,27620,Jefferson City,"Jefferson City, MO Metro Area",199,1.3165119709970428,16,4.571428571428571,4,0.02646255218084508,0,0,2.0100502512562812
2020-07-03,27620,Jefferson City,"Jefferson City, MO Metro Area",205,1.3562057992683105,6,4.428571428571429,4,0.02646255218084508,0,0,1.951219512195122
2020-07-04,27620,Jefferson City,"Jefferson City, MO Metro Area",209,1.3826683514491556,4,5.285714285714286,4,0.02646255218084508,0,0,1.9138755980861244
2020-07-05,27620,Jefferson City,"Jefferson City, MO Metro Area",212,1.4025152655847895,3,5.571428571428571,4,0.02646255218084508,0,0,1.8867924528301887
2020-07-06,27620,Jefferson City,"Jefferson City, MO Metro Area",229,1.5149811123533807,17,7.285714285714286,4,0.02646255218084508,0,0,1.7467248908296942
2020-07-07,27620,Jefferson City,"Jefferson City, MO Metro Area",237,1.567906216715071,8,7.857142857142857,4,0.02646255218084508,0,0,1.6877637130801686
2020-07-08,27620,Jefferson City,"Jefferson City, MO Metro Area",246,1.6274469591219725,9,9,4,0.02646255218084508,0,0,1.6260162601626018
2020-07-09,27620,Jefferson City,"Jefferson City, MO Metro Area",259,1.7134502537097192,13,8.571428571428571,4,0.02646255218084508,0,0,1.5444015444015444
2020-07-10,27620,Jefferson City,"Jefferson City, MO Metro Area",275,1.8193004624330995,16,10,4,0.02646255218084508,0,0,1.4545454545454546
2020-07-11,27620,Jefferson City,"Jefferson City, MO Metro Area",282,1.8656099287495782,7,10.428571428571429,4,0.02646255218084508,0,0,1.4184397163120568
2020-07-12,27620,Jefferson City,"Jefferson City, MO Metro Area",297,1.9648444994277472,15,12.142857142857142,4,0.02646255218084508,0,0,1.3468013468013467
2020-07-13,27620,Jefferson City,"Jefferson City, MO Metro Area",302,1.9979226896538038,5,10.428571428571429,4,0.02646255218084508,0,0,1.3245033112582782
2020-07-14,27620,Jefferson City,"Jefferson City, MO Metro Area",304,2.011153965744226,2,9.571428571428571,4,0.02646255218084508,0,0,1.3157894736842104
2020-07-15,27620,Jefferson City,"Jefferson City, MO Metro Area",315,2.0839259842415503,11,9.857142857142858,5,0.033078190226056355,1,0.14285714285714285,1.5873015873015872
2020-07-16,27620,Jefferson City,"Jefferson City, MO Metro Area",332,2.196391831010142,17,10.428571428571429,5,0.033078190226056355,0,0.14285714285714285,1.5060240963855422
2020-01-24,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-25,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-26,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-27,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-28,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-29,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-30,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-01-31,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-01,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-02,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-03,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-04,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-05,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-06,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-07,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-08,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-09,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-10,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-11,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-12,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-13,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-14,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-15,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-16,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-17,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-18,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-19,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-20,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-21,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-22,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-23,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-24,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-25,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-26,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-27,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-28,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-02-29,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-01,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-02,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-03,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-04,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-05,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-06,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-07,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-08,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-09,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-10,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-11,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-12,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-13,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-14,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-15,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-16,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-17,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-18,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-19,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-20,27900,Joplin,"Joplin, MO Metro Area",0,0,0,0,0,0,0,0,NaN
2020-03-21,27900,Joplin,"Joplin, MO Metro Area",1,0.00563570784490532,1,0.14285714285714285,0,0,0,0,0
2020-03-22,27900,Joplin,"Joplin, MO Metro Area",1,0.00563570784490532,0,0.14285714285714285,0,0,0,0,0
2020-03-23,27900,Joplin,"Joplin, MO Metro Area",1,0.00563570784490532,0,0.14285714285714285,0,0,0,0,0
2020-03-24,27900,Joplin,"Joplin, MO Metro Area",1,0.00563570784490532,0,0.14285714285714285,0,0,0,0,0
2020-03-25,27900,Joplin,"Joplin, MO Metro Area",3,0.016907123534715962,2,0.42857142857142855,0,0,0,0,0
2020-03-26,27900,Joplin,"Joplin, MO Metro Area",6,0.033814247069431924,3,0.8571428571428571,0,0,0,0,0
2020-03-27,27900,Joplin,"Joplin, MO Metro Area",6,0.033814247069431924,0,0.8571428571428571,0,0,0,0,0
2020-03-28,27900,Joplin,"Joplin, MO Metro Area",10,0.056357078449053195,4,1.2857142857142858,0,0,0,0,0
2020-03-29,27900,Joplin,"Joplin, MO Metro Area",10,0.056357078449053195,0,1.2857142857142858,0,0,0,0,0
2020-03-30,27900,Joplin,"Joplin, MO Metro Area",14,0.07889990982867448,4,1.8571428571428572,0,0,0,0,0
2020-03-31,27900,Joplin,"Joplin, MO Metro Area",16,0.09017132551848513,2,2.142857142857143,0,0,0,0,0
2020-04-01,27900,Joplin,"Joplin, MO Metro Area",17,0.09580703336339044,1,2,0,0,0,0,0
2020-04-02,27900,Joplin,"Joplin, MO Metro Area",19,0.10707844905320109,2,1.8571428571428572,0,0,0,0,0
2020-04-03,27900,Joplin,"Joplin, MO Metro Area",22,0.12398557258791704,3,2.2857142857142856,0,0,0,0,0
2020-04-04,27900,Joplin,"Joplin, MO Metro Area",24,0.1352569882777277,2,2,0,0,0,0,0
2020-04-05,27900,Joplin,"Joplin, MO Metro Area",25,0.140892696122633,1,2.142857142857143,0,0,0,0,0
2020-04-06,27900,Joplin,"Joplin, MO Metro Area",27,0.15216411181244366,2,1.8571428571428572,0,0,0,0,0
2020-04-07,27900,Joplin,"Joplin, MO Metro Area",29,0.16343552750225426,2,1.8571428571428572,0,0,0,0,0
2020-04-08,27900,Joplin,"Joplin, MO Metro Area",31,0.17470694319206492,2,2,0,0,0,0,0
2020-04-09,27900,Joplin,"Joplin, MO Metro Area",35,0.19724977457168621,4,2.2857142857142856,0,0,0,0,0
2020-04-10,27900,Joplin,"Joplin, MO Metro Area",37,0.20852119026149685,2,2.142857142857143,0,0,0,0,0
2020-04-11,27900,Joplin,"Joplin, MO Metro Area",37,0.20852119026149685,0,1.8571428571428572,0,0,0,0,0
2020-04-12,27900,Joplin,"Joplin, MO Metro Area",39,0.21979260595130748,2,2,0,0,0,0,0
2020-04-13,27900,Joplin,"Joplin, MO Metro Area",52,0.2930568079350766,13,3.5714285714285716,0,0,0,0,0
2020-04-14,27900,Joplin,"Joplin, MO Metro Area",52,0.2930568079350766,0,3.2857142857142856,0,0,0,0,0
2020-04-15,27900,Joplin,"Joplin, MO Metro Area",53,0.29869251577998196,1,3.142857142857143,0,0,0,0,0
2020-04-16,27900,Joplin,"Joplin, MO Metro Area",55,0.30996393146979256,2,2.857142857142857,0,0,0,0,0
2020-04-17,27900,Joplin,"Joplin, MO Metro Area",57,0.3212353471596033,2,2.857142857142857,0,0,0,0,0
2020-04-18,27900,Joplin,"Joplin, MO Metro Area",58,0.3268710550045085,1,3,0,0,0,0,0
2020-04-19,27900,Joplin,"Joplin, MO Metro Area",58,0.3268710550045085,0,2.7142857142857144,0,0,0,0,0
2020-04-20,27900,Joplin,"Joplin, MO Metro Area",58,0.3268710550045085,0,0.8571428571428571,0,0,0,0,0
2020-04-21,27900,Joplin,"Joplin, MO Metro Area",59,0.3325067628494139,1,1,0,0,0,0,0
2020-04-22,27900,Joplin,"Joplin, MO Metro Area",59,0.3325067628494139,0,0.8571428571428571,1,0.00563570784490532,1,0.14285714285714285,1.694915254237288
2020-04-23,27900,Joplin,"Joplin, MO Metro Area",61,0.34377817853922454,2,0.8571428571428571,1,0.00563570784490532,0,0.14285714285714285,1.639344262295082
2020-04-24,27900,Joplin,"Joplin, MO Metro Area",61,0.34377817853922454,0,0.5714285714285714,2,0.01127141568981064,1,0.2857142857142857,3.278688524590164
2020-04-25,27900,Joplin,"Joplin, MO Metro Area",61,0.34377817853922454,0,0.42857142857142855,2,0.01127141568981064,0,0.2857142857142857,3.278688524590164
2020-04-26,27900,Joplin,"Joplin, MO Metro Area",62,0.34941388638412985,1,0.5714285714285714,2,0.01127141568981064,0,0.2857142857142857,3.225806451612903
2020-04-27,27900,Joplin,"Joplin, MO Metro Area",62,0.34941388638412985,0,0.5714285714285714,2,0.01127141568981064,0,0.2857142857142857,3.225806451612903
2020-04-28,27900,Joplin,"Joplin, MO Metro Area",65,0.3663210099188458,3,0.8571428571428571,2,0.01127141568981064,0,0.2857142857142857,3.076923076923077
2020-04-29,27900,Joplin,"Joplin, MO Metro Area",64,0.3606853020739405,-1,0.7142857142857143,2,0.01127141568981064,0,0.14285714285714285,3.125
2020-04-30,27900,Joplin,"Joplin, MO Metro Area",65,0.3663210099188458,1,0.5714285714285714,2,0.01127141568981064,0,0.14285714285714285,3.076923076923077
2020-05-01,27900,Joplin,"Joplin, MO Metro Area",68,0.38322813345356177,3,1,2,0.01127141568981064,0,0,2.941176470588235
2020-05-02,27900,Joplin,"Joplin, MO Metro Area",68,0.38322813345356177,0,1,2,0.01127141568981064,0,0,2.941176470588235
2020-05-03,27900,Joplin,"Joplin, MO Metro Area",68,0.38322813345356177,0,0.8571428571428571,2,0.01127141568981064,0,0,2.941176470588235
2020-05-04,27900,Joplin,"Joplin, MO Metro Area",68,0.38322813345356177,0,0.8571428571428571,2,0.01127141568981064,0,0,2.941176470588235
2020-05-05,27900,Joplin,"Joplin, MO Metro Area",69,0.38886384129846707,1,0.5714285714285714,2,0.01127141568981064,0,0,2.898550724637681
2020-05-06,27900,Joplin,"Joplin, MO Metro Area",69,0.38886384129846707,0,0.7142857142857143,2,0.01127141568981064,0,0,2.898550724637681
2020-05-07,27900,Joplin,"Joplin, MO Metro Area",69,0.38886384129846707,0,0.5714285714285714,2,0.01127141568981064,0,0,2.898550724637681
2020-05-08,27900,Joplin,"Joplin, MO Metro Area",71,0.40013525698827773,2,0.42857142857142855,2,0.01127141568981064,0,0,2.8169014084507045
2020-05-09,27900,Joplin,"Joplin, MO Metro Area",73,0.4114066726780884,2,0.7142857142857143,2,0.01127141568981064,0,0,2.73972602739726
2020-05-10,27900,Joplin,"Joplin, MO Metro Area",73,0.4114066726780884,0,0.7142857142857143,2,0.01127141568981064,0,0,2.73972602739726
2020-05-11,27900,Joplin,"Joplin, MO Metro Area",73,0.4114066726780884,0,0.7142857142857143,2,0.01127141568981064,0,0,2.73972602739726
2020-05-12,27900,Joplin,"Joplin, MO Metro Area",74,0.4170423805229937,1,0.7142857142857143,3,0.016907123534715962,1,0.14285714285714285,4.054054054054054
2020-05-13,27900,Joplin,"Joplin, MO Metro Area",75,0.422678088367899,1,0.8571428571428571,3,0.016907123534715962,0,0.14285714285714285,4
2020-05-14,27900,Joplin,"Joplin, MO Metro Area",75,0.422678088367899,0,0.8571428571428571,3,0.016907123534715962,0,0.14285714285714285,4
2020-05-15,27900,Joplin,"Joplin, MO Metro Area",77,0.4339495040577096,2,0.8571428571428571,3,0.016907123534715962,0,0.14285714285714285,3.896103896103896
2020-05-16,27900,Joplin,"Joplin, MO Metro Area",76,0.42831379621280435,-1,0.42857142857142855,3,0.016907123534715962,0,0.14285714285714285,3.9473684210526314
2020-05-17,27900,Joplin,"Joplin, MO Metro Area",77,0.4339495040577096,1,0.5714285714285714,3,0.016907123534715962,0,0.14285714285714285,3.896103896103896
2020-05-18,27900,Joplin,"Joplin, MO Metro Area",80,0.45085662759242556,3,1,3,0.016907123534715962,0,0.14285714285714285,3.75
2020-05-19,27900,Joplin,"Joplin, MO Metro Area",80,0.45085662759242556,0,0.8571428571428571,3,0.016907123534715962,0,0,3.75
2020-05-20,27900,Joplin,"Joplin, MO Metro Area",80,0.45085662759242556,0,0.7142857142857143,3,0.016907123534715962,0,0,3.75
2020-05-21,27900,Joplin,"Joplin, MO Metro Area",81,0.4564923354373309,1,0.8571428571428571,3,0.016907123534715962,0,0,3.7037037037037033
2020-05-22,27900,Joplin,"Joplin, MO Metro Area",82,0.4621280432822363,1,0.7142857142857143,3,0.016907123534715962,0,0,3.6585365853658534
2020-05-23,27900,Joplin,"Joplin, MO Metro Area",82,0.4621280432822363,0,0.8571428571428571,3,0.016907123534715962,0,0,3.6585365853658534
2020-05-24,27900,Joplin,"Joplin, MO Metro Area",83,0.4677637511271415,1,0.8571428571428571,3,0.016907123534715962,0,0,3.614457831325301
2020-05-25,27900,Joplin,"Joplin, MO Metro Area",83,0.4677637511271415,0,0.42857142857142855,3,0.016907123534715962,0,0,3.614457831325301
2020-05-26,27900,Joplin,"Joplin, MO Metro Area",83,0.4677637511271415,0,0.42857142857142855,3,0.016907123534715962,0,0,3.614457831325301
2020-05-27,27900,Joplin,"Joplin, MO Metro Area",83,0.4677637511271415,0,0.42857142857142855,3,0.016907123534715962,0,0,3.614457831325301
2020-05-28,27900,Joplin,"Joplin, MO Metro Area",83,0.4677637511271415,0,0.2857142857142857,3,0.016907123534715962,0,0,3.614457831325301
2020-05-29,27900,Joplin,"Joplin, MO Metro Area",85,0.47903516681695224,2,0.42857142857142855,3,0.016907123534715962,0,0,3.5294117647058822
2020-05-30,27900,Joplin,"Joplin, MO Metro Area",85,0.47903516681695224,0,0.42857142857142855,3,0.016907123534715962,0,0,3.5294117647058822
2020-05-31,27900,Joplin,"Joplin, MO Metro Area",87,0.4903065825067628,2,0.5714285714285714,3,0.016907123534715962,0,0,3.4482758620689653
2020-06-01,27900,Joplin,"Joplin, MO Metro Area",88,0.49594229035166815,1,0.7142857142857143,3,0.016907123534715962,0,0,3.4090909090909087
2020-06-02,27900,Joplin,"Joplin, MO Metro Area",92,0.5184851217312895,4,1.2857142857142858,3,0.016907123534715962,0,0,3.260869565217391
2020-06-03,27900,Joplin,"Joplin, MO Metro Area",95,0.5353922452660054,3,1.7142857142857142,3,0.016907123534715962,0,0,3.1578947368421053
2020-06-04,27900,Joplin,"Joplin, MO Metro Area",98,0.5522993688007213,3,2.142857142857143,3,0.016907123534715962,0,0,3.061224489795918
2020-06-05,27900,Joplin,"Joplin, MO Metro Area",101,0.5692064923354373,3,2.2857142857142856,3,0.016907123534715962,0,0,2.9702970297029703
2020-06-06,27900,Joplin,"Joplin, MO Metro Area",112,0.6311992786293958,11,3.857142857142857,3,0.016907123534715962,0,0,2.6785714285714284
2020-06-07,27900,Joplin,"Joplin, MO Metro Area",117,0.6593778178539225,5,4.285714285714286,3,0.016907123534715962,0,0,2.564102564102564
2020-06-08,27900,Joplin,"Joplin, MO Metro Area",128,0.721370604147881,11,5.714285714285714,3,0.016907123534715962,0,0,2.34375
2020-06-09,27900,Joplin,"Joplin, MO Metro Area",143,0.8059062218214608,15,7.285714285714286,3,0.016907123534715962,0,0,2.097902097902098
2020-06-10,27900,Joplin,"Joplin, MO Metro Area",161,0.9073489630297565,18,9.428571428571429,3,0.016907123534715962,0,0,1.8633540372670807
2020-06-11,27900,Joplin,"Joplin, MO Metro Area",172,0.9693417493237151,11,10.571428571428571,3,0.016907123534715962,0,0,1.744186046511628
2020-06-12,27900,Joplin,"Joplin, MO Metro Area",197,1.110234445446348,25,13.714285714285714,3,0.016907123534715962,0,0,1.5228426395939088
2020-06-13,27900,Joplin,"Joplin, MO Metro Area",223,1.2567628494138865,26,15.857142857142858,3,0.016907123534715962,0,0,1.345291479820628
2020-06-14,27900,Joplin,"Joplin, MO Metro Area",223,1.2567628494138865,0,15.142857142857142,3,0.016907123534715962,0,0,1.345291479820628
2020-06-15,27900,Joplin,"Joplin, MO Metro Area",256,1.442741208295762,33,18.285714285714285,3,0.016907123534715962,0,0,1.171875
2020-06-16,27900,Joplin,"Joplin, MO Metro Area",297,1.6738052299368802,41,22,3,0.016907123534715962,0,0,1.0101010101010102
2020-06-17,27900,Joplin,"Joplin, MO Metro Area",307,1.7301623083859332,10,20.857142857142858,4,0.02254283137962128,1,0.14285714285714285,1.3029315960912053
2020-06-18,27900,Joplin,"Joplin, MO Metro Area",352,1.9837691614066726,45,25.714285714285715,4,0.02254283137962128,0,0.14285714285714285,1.1363636363636365
2020-06-19,27900,Joplin,"Joplin, MO Metro Area",371,2.090847610459874,19,24.857142857142858,4,0.02254283137962128,0,0.14285714285714285,1.078167115902965
2020-06-20,27900,Joplin,"Joplin, MO Metro Area",466,2.6262398557258795,95,34.714285714285715,4,0.02254283137962128,0,0.14285714285714285,0.8583690987124464
2020-06-21,27900,Joplin,"Joplin, MO Metro Area",580,3.2687105500450855,114,51,4,0.02254283137962128,0,0.14285714285714285,0.6896551724137931
